APMC,Commodity,arrivals_in_qtl,min_price,max_price,modal_price,date
Sangrampur,Sorgum(Jawar),128,988,1050,1026,2014-10
Sangrampur,Sorgum(Jawar),62,1000,1300,1200,2015-10
Sangrampur,Maize,35,1050,1338,1225,2015-10
Sangrampur,Gram,52,2067,2533,2300,2014-10
Sangrampur,Gram,18,3400,4470,4120,2015-10
Sangrampur,Green Gram,111,6000,7120,6580,2014-10
Sangrampur,Green Gram,13,5333,7200,6633,2015-10
Sangrampur,Pigeon Pea (Tur),257,3933,4375,4133,2014-10
Sangrampur,Pigeon Pea (Tur),50,5200,9120,7700,2015-10
Sangrampur,Black Gram,23,3720,4500,4160,2014-10
Sangrampur,Black Gram,2,8000,11000,10000,2015-10
Sangrampur,Soybean,214,2333,2917,2700,2014-10
Sangrampur,Soybean,49,2860,3540,3220,2015-10
Sangrampur-Varvatbakal,Wheat(Husked),237,1205,1500,1368,2015-10
Sangrampur-Varvatbakal,Wheat(Husked),203,1450,1712,1604,2016-10
Sangrampur-Varvatbakal,Sorgum(Jawar),159,1000,1265,1188,2015-10
Sangrampur-Varvatbakal,Sorgum(Jawar),104,1082,1393,1291,2016-10
Sangrampur-Varvatbakal,Maize,29,1050,1275,1188,2015-10
Sangrampur-Varvatbakal,Maize,6,1600,1705,1650,2016-10
Sangrampur-Varvatbakal,Gram,40,2760,7786,3865,2015-10
Sangrampur-Varvatbakal,Gram,56,7421,9507,8657,2016-10
Sangrampur-Varvatbakal,Green Gram,17,5000,6925,6425,2015-10
Sangrampur-Varvatbakal,Green Gram,165,4375,4754,4629,2016-10
Sangrampur-Varvatbakal,Pigeon Pea (Tur),70,5500,8960,8050,2015-10
Sangrampur-Varvatbakal,Pigeon Pea (Tur),54,5450,6151,5840,2016-10
Sangrampur-Varvatbakal,Black Gram,7,7833,10033,9467,2015-10
Sangrampur-Varvatbakal,Black Gram,361,4908,6924,6354,2016-10
Sangrampur-Varvatbakal,Soybean,215,2855,3540,3300,2015-10
Sangrampur-Varvatbakal,Soybean,862,2058,2748,2496,2016-10
Shegaon,Bajri,6,1200,1200,1200,2016-10
Shegaon,Wheat(Husked),590,1329,1482,1404,2014-10
Shegaon,Wheat(Husked),392,1335,1515,1470,2015-10
Shegaon,Wheat(Husked),269,1504,1720,1610,2016-10
Shegaon,Sorgum(Jawar),400,1003,1063,1038,2014-10
Shegaon,Sorgum(Jawar),1791,1127,1245,1186,2015-10
Shegaon,Sorgum(Jawar),835,1269,1378,1329,2016-10
Shegaon,Maize,1,900,900,900,2015-10
Shegaon,Gram,827,2189,2624,2407,2014-10
Shegaon,Gram,210,4160,4804,4485,2015-10
Shegaon,Gram,431,7250,8619,8174,2016-10
Shegaon,Green Gram,508,7974,8828,8401,2015-10
Shegaon,Green Gram,5910,4479,5008,4808,2016-10
Shegaon,Pigeon Pea (Tur),131,4275,4554,4421,2014-10
Shegaon,Pigeon Pea (Tur),86,8609,10102,9438,2015-10
Shegaon,Pigeon Pea (Tur),387,5350,5865,5655,2016-10
Shegaon,Black Gram,3101,4142,4729,4528,2014-10
Shegaon,Black Gram,345,8828,10894,9860,2015-10
Shegaon,Black Gram,5890,5930,7131,6678,2016-10
Shegaon,Thymol/Lovage,25,7175,7488,7300,2014-10
Shegaon,Thymol/Lovage,17,9359,14371,9615,2015-10
Shegaon,Thymol/Lovage,9,11350,12800,12350,2016-10
Shegaon,Soybean,8948,2686,3019,2861,2014-10
Shegaon,Soybean,6092,3180,3760,3476,2015-10
Shegaon,Soybean,13852,2490,2896,2858,2016-10
Shegaon,Sunflower,5,3105,3105,3105,2015-10
Shegaon,Sesamum,20,8884,9371,9371,2014-10
Shegaon,Sesamum,7,6507,16793,6507,2015-10
Shegaon,Sesamum,2,5500,5500,5500,2016-10
Shegaon,Mustard,7,2764,2836,2814,2014-10
Shegaon,Mustard,13,3167,3167,3167,2015-10
Buldhana,Wheat(Husked),12,1800,2000,1900,2014-09
Buldhana,Wheat(Husked),73,1338,1625,1450,2015-09
Buldhana,Wheat(Husked),129,1488,1919,1681,2016-09
Buldhana,Sorgum(Jawar),35,1150,1275,1200,2015-09
Buldhana,Sorgum(Jawar),139,1260,1565,1415,2016-09
Buldhana,Maize,23,1425,1500,1463,2015-09
Buldhana,Maize,31,1467,1667,1567,2016-09
Buldhana,Gram,64,2264,2571,2393,2014-09
Buldhana,Gram,70,4300,4667,4500,2015-09
Buldhana,Gram,59,6500,7343,6929,2016-09
Buldhana,Green Gram,8,6300,6500,6400,2014-09
Buldhana,Green Gram,115,7475,7900,7775,2015-09
Buldhana,Green Gram,678,4764,5045,4909,2016-09
Buldhana,Pigeon Pea (Tur),22,8167,9000,8567,2015-09
Buldhana,Pigeon Pea (Tur),23,5333,6200,5833,2016-09
Buldhana,Black Gram,9,7000,7500,7300,2015-09
Buldhana,Black Gram,251,6083,6967,6692,2016-09
Buldhana,Soybean,150,2976,3328,3133,2014-09
Buldhana,Soybean,215,3038,3255,3150,2015-09
Buldhana,Soybean,374,3009,3200,3105,2016-09
Buldhana-Dhad,Sorgum(Jawar),60,1200,1600,1400,2016-09
Buldhana-Dhad,Maize,40,1450,1500,1475,2015-09
Buldhana-Dhad,Maize,845,1350,1570,1460,2016-09
Buldhana-Dhad,Green Gram,123,4300,4700,4567,2016-09
Buldhana-Dhad,Soybean,83,3075,3300,3200,2015-09
Buldhana-Dhad,Soybean,799,3038,3200,3119,2016-09
Chikhali,Wheat(Husked),4681,1338,1505,1421,2014-09
Chikhali,Wheat(Husked),747,1444,1949,1697,2016-09
Chikhali,Sorgum(Jawar),464,1284,1455,1370,2014-09
Chikhali,Sorgum(Jawar),234,1286,1574,1430,2016-09
Chikhali,Maize,145,1119,1198,1152,2014-09
Chikhali,Maize,61,1314,1485,1400,2016-09
Chikhali,Gram,434,2173,2921,2547,2014-09
Chikhali,Gram,103,5688,7280,6483,2016-09
Chikhali,Green Gram,510,3694,6121,4918,2014-09
Chikhali,Green Gram,2222,4366,5007,4686,2016-09
Chikhali,Pigeon Pea (Tur),109,3621,4697,4034,2014-09
Chikhali,Pigeon Pea (Tur),319,5086,6547,5817,2016-09
Chikhali,Black Gram,59,3412,4049,3731,2014-09
Chikhali,Black Gram,2846,5919,6995,6457,2016-09
Chikhali,Soybean,1275,4761,3324,3143,2014-09
Chikhali,Soybean,3328,3155,3264,3211,2016-09
Jalgaon Jamod,Wheat(Husked),413,1314,1514,1414,2014-09
Jalgaon Jamod,Wheat(Husked),498,1297,1463,1380,2015-09
Jalgaon Jamod,Sorgum(Jawar),4,1125,1175,1150,2014-09
Jalgaon Jamod,Sorgum(Jawar),2,1200,1200,1200,2015-09
Jalgaon Jamod,Maize,100,1025,1175,1100,2015-09
Jalgaon Jamod,Green Gram,2,5000,6000,5500,2014-09
Jalgaon Jamod,Green Gram,1,6200,6200,6200,2015-09
Jalgaon Jamod,Green Gram,15,4400,4600,4500,2016-09
Jalgaon Jamod,Pigeon Pea (Tur),49,4200,4600,4400,2014-09
Jalgaon Jamod,Pigeon Pea (Tur),20,5600,6500,6300,2016-09
Jalgaon Jamod,Ground Nut Pods (Dry),257,2910,3270,3090,2014-09
Jalgaon Jamod,Ground Nut Pods (Dry),94,4860,5220,5040,2015-09
Jalgaon Jamod,Soybean,19,3100,3200,3150,2014-09
Jalgaon Jamod,Soybean,130,3050,3250,3150,2015-09
Jalgaon Jamod-Aasalgaon,Wheat(Husked),920,1378,1567,1472,2014-09
Jalgaon Jamod-Aasalgaon,Wheat(Husked),877,1307,1479,1393,2015-09
Jalgaon Jamod-Aasalgaon,Wheat(Husked),290,1560,1800,1680,2016-09
Jalgaon Jamod-Aasalgaon,Sorgum(Jawar),155,1092,1183,1138,2014-09
Jalgaon Jamod-Aasalgaon,Sorgum(Jawar),314,1140,1340,1240,2015-09
Jalgaon Jamod-Aasalgaon,Sorgum(Jawar),36,1350,1550,1450,2016-09
Jalgaon Jamod-Aasalgaon,Maize,5,1067,1100,1083,2014-09
Jalgaon Jamod-Aasalgaon,Maize,106,1150,1225,1188,2015-09
Jalgaon Jamod-Aasalgaon,Gram,115,2343,2514,2429,2014-09
Jalgaon Jamod-Aasalgaon,Gram,44,3780,4280,4030,2015-09
Jalgaon Jamod-Aasalgaon,Gram,19,7250,7600,7425,2016-09
Jalgaon Jamod-Aasalgaon,Green Gram,533,5371,6100,5736,2014-09
Jalgaon Jamod-Aasalgaon,Green Gram,54,6940,7820,7380,2015-09
Jalgaon Jamod-Aasalgaon,Green Gram,1172,4433,5011,4750,2016-09
Jalgaon Jamod-Aasalgaon,Pigeon Pea (Tur),1300,4267,4833,4550,2014-09
Jalgaon Jamod-Aasalgaon,Pigeon Pea (Tur),201,7067,8933,8000,2015-09
Jalgaon Jamod-Aasalgaon,Pigeon Pea (Tur),953,5936,6821,6407,2016-09
Jalgaon Jamod-Aasalgaon,Black Gram,7,3800,4800,4300,2014-09
Jalgaon Jamod-Aasalgaon,Black Gram,2,7000,8000,7500,2015-09
Jalgaon Jamod-Aasalgaon,Black Gram,125,6140,6880,6520,2016-09
Jalgaon Jamod-Aasalgaon,Ground Nut Pods (Dry),4,5100,5100,5100,2015-09
Jalgaon Jamod-Aasalgaon,Soybean,158,3057,3314,3186,2014-09
Jalgaon Jamod-Aasalgaon,Soybean,2194,3129,3309,3219,2015-09
Jalgaon Jamod-Aasalgaon,Soybean,218,2783,3100,2942,2016-09
Jalgaon Jamod-Aasalgaon,Sunflower,6,3000,3200,3100,2015-09
Khamgaon,Bajri,6,1200,1200,1200,2014-09
Khamgaon,Bajri,78,1254,1273,1266,2015-09
Khamgaon,Bajri,26,1420,1535,1488,2016-09
Khamgaon,Wheat(Husked),8177,1328,1635,1482,2014-09
Khamgaon,Wheat(Husked),4322,1400,1529,1482,2015-09
Khamgaon,Wheat(Husked),1160,1671,1865,1780,2016-09
Khamgaon,Sorgum(Jawar),1292,1117,1232,1174,2014-09
Khamgaon,Sorgum(Jawar),1030,1258,1334,1301,2015-09
Khamgaon,Sorgum(Jawar),1139,1484,1565,1530,2016-09
Khamgaon,Maize,7,1270,1295,1282,2014-09
Khamgaon,Maize,230,1304,1304,1304,2015-09
Khamgaon,Maize,19,1320,1320,1320,2016-09
Khamgaon,Gram,3753,2177,2807,2491,2014-09
Khamgaon,Gram,1424,3609,4645,4285,2015-09
Khamgaon,Gram,949,6242,8040,7202,2016-09
Khamgaon,Green Gram,2243,4570,6552,5560,2014-09
Khamgaon,Green Gram,5485,6588,8318,7825,2015-09
Khamgaon,Pigeon Pea (Tur),9489,4270,5036,4653,2014-09
Khamgaon,Pigeon Pea (Tur),1978,5980,9729,8632,2015-09
Khamgaon,Pigeon Pea (Tur),11091,5884,6986,6475,2016-09
Khamgaon,Black Gram,105,3804,4520,4162,2014-09
Khamgaon,Black Gram,6199,7027,9243,8355,2015-09
Khamgaon,Ground Nut Pods (Dry),3220,3030,3560,3295,2014-09
Khamgaon,Ground Nut Pods (Dry),863,4967,4989,4978,2015-09
Khamgaon,Ground Nut Pods (Dry),24,4033,4150,4097,2016-09
Khamgaon,Safflower,2,1600,1600,1600,2015-09
Khamgaon,Neem-Seed,10,725,725,725,2015-09
Khamgaon,Soybean,16059,2990,3410,3200,2014-09
Khamgaon,Soybean,16518,2950,3340,3184,2015-09
Khamgaon,Soybean,15622,2722,3281,3064,2016-09
Khamgaon,Sunflower,1,3000,3000,3000,2015-09
Khamgaon,Sunflower,16,3063,3063,3063,2016-09
Khamgaon,Sesamum,2,5700,5700,5700,2015-09
Khamgaon,Sesamum,42,5300,5970,5659,2016-09
Khamgaon,Lemon,556,97,523,310,2014-09
Khamgaon,Lemon,560,183,475,369,2015-09
Khamgaon,Lemon,607,290,700,545,2016-09
Khamgaon,Bullack,89,10000,20000,16200,2015-09
Khamgaon,Chillies(Red),11,6000,11600,8900,2016-09
Lonar,Wheat(Husked),8625,1402,1482,1442,2014-09
Lonar,Wheat(Husked),1686,1395,1507,1451,2015-09
Lonar,Wheat(Husked),352,1746,2026,1894,2016-09
Lonar,Sorgum(Jawar),1698,1210,1390,1300,2014-09
Lonar,Sorgum(Jawar),833,1255,1353,1304,2015-09
Lonar,Sorgum(Jawar),214,1579,1801,1680,2016-09
Lonar,Maize,21,1075,1150,1113,2014-09
Lonar,Maize,25,1284,1377,1331,2015-09
Lonar,Gram,2649,2455,2740,2596,2014-09
Lonar,Gram,415,4053,4607,4330,2015-09
Lonar,Gram,80,6367,6980,6716,2016-09
Lonar,Green Gram,1820,7152,8258,7705,2015-09
Lonar,Green Gram,5170,4834,5096,4931,2016-09
Lonar,Pigeon Pea (Tur),1386,4145,4816,4569,2014-09
Lonar,Pigeon Pea (Tur),231,7440,8559,8010,2015-09
Lonar,Pigeon Pea (Tur),743,6288,6754,6525,2016-09
Lonar,Black Gram,1176,4358,4956,4657,2014-09
Lonar,Black Gram,919,7715,8905,8385,2015-09
Lonar,Black Gram,3143,6626,7063,6837,2016-09
Lonar,Soybean,2955,3137,3356,3245,2014-09
Lonar,Soybean,7610,3177,3338,3258,2015-09
Lonar,Soybean,2266,3178,3297,3236,2016-09
Malkapur,Bajri,1,1500,1500,1500,2014-09
Malkapur,Bajri,33,1325,1343,1326,2015-09
Malkapur,Bajri,4,1793,1793,1793,2016-09
Malkapur,Wheat(Husked),6155,1402,1499,1460,2014-09
Malkapur,Wheat(Husked),1781,1436,1665,1524,2015-09
Malkapur,Wheat(Husked),759,1722,1946,1817,2016-09
Malkapur,Sorgum(Jawar),1130,1177,1292,1202,2014-09
Malkapur,Sorgum(Jawar),3298,1266,1397,1335,2015-09
Malkapur,Sorgum(Jawar),1412,1471,1582,1541,2016-09
Malkapur,Maize,181,1009,1137,1093,2014-09
Malkapur,Maize,158,1338,1421,1391,2015-09
Malkapur,Maize,157,1539,1650,1600,2016-09
Malkapur,Gram,1070,2102,2631,2490,2014-09
Malkapur,Gram,157,3688,4558,4122,2015-09
Malkapur,Gram,171,6309,7991,7251,2016-09
Malkapur,Green Gram,1134,5429,6764,6241,2014-09
Malkapur,Green Gram,3242,6690,8187,7653,2015-09
Malkapur,Green Gram,6798,4253,5116,4809,2016-09
Malkapur,Pigeon Pea (Tur),5897,3734,5061,4917,2014-09
Malkapur,Pigeon Pea (Tur),843,6177,9473,7937,2015-09
Malkapur,Pigeon Pea (Tur),7763,5958,6905,6659,2016-09
Malkapur,Black Gram,25,3725,4435,4298,2014-09
Malkapur,Black Gram,751,7574,9083,8405,2015-09
Malkapur,Black Gram,3019,6036,7438,6815,2016-09
Malkapur,Soybean,1145,2836,3331,3237,2014-09
Malkapur,Soybean,4194,2931,3305,3220,2015-09
Malkapur,Soybean,1492,2979,3246,3174,2016-09
Malkapur,Sesamum,1,6000,6000,6000,2015-09
Malkapur,Onion,736,769,1490,1198,2014-09
Malkapur,Onion,140,3750,4800,4550,2015-09
Malkapur,Onion,6026,175,486,322,2016-09
Mehkar,Wheat(Husked),3819,1363,1619,1476,2015-09
Mehkar,Wheat(Husked),434,1611,1754,1677,2016-09
Mehkar,Sorgum(Jawar),333,1154,1328,1239,2015-09
Mehkar,Sorgum(Jawar),160,1579,1653,1610,2016-09
Mehkar,Maize,135,1296,1449,1351,2015-09
Mehkar,Maize,13,1990,2011,2000,2016-09
Mehkar,Gram,913,3834,4889,4392,2015-09
Mehkar,Gram,717,7293,8006,7731,2016-09
Mehkar,Green Gram,1496,6672,8061,7296,2015-09
Mehkar,Green Gram,1536,4935,5077,4988,2016-09
Mehkar,Pigeon Pea (Tur),268,7167,9269,8306,2015-09
Mehkar,Pigeon Pea (Tur),772,6238,6792,6523,2016-09
Mehkar,Black Gram,1382,7112,8919,7474,2015-09
Mehkar,Black Gram,1146,6427,6980,6688,2016-09
Mehkar,Soybean,10368,3228,3383,3290,2016-09
Nandura,Bajri,58,1147,1287,1287,2015-09
Nandura,Bajri,26,1495,1667,1667,2016-09
Nandura,Wheat(Husked),1241,1399,1538,1482,2014-09
Nandura,Wheat(Husked),799,1377,1576,1576,2015-09
Nandura,Wheat(Husked),321,1517,1896,1886,2016-09
Nandura,Sorgum(Jawar),517,1127,1330,1240,2014-09
Nandura,Sorgum(Jawar),1368,1180,1422,1422,2015-09
Nandura,Sorgum(Jawar),1562,1438,1619,1614,2016-09
Nandura,Maize,296,1202,1370,1301,2014-09
Nandura,Maize,243,1356,1593,1593,2015-09
Nandura,Maize,155,1475,1769,1769,2016-09
Nandura,Gram,663,2208,2576,2412,2014-09
Nandura,Gram,95,3593,4555,4555,2015-09
Nandura,Gram,123,5536,6756,6756,2016-09
Nandura,Green Gram,691,4259,5934,5247,2014-09
Nandura,Green Gram,689,7000,8238,8238,2015-09
Nandura,Green Gram,1930,4515,5123,5107,2016-09
Nandura,Pigeon Pea (Tur),2892,4361,4916,4674,2014-09
Nandura,Pigeon Pea (Tur),235,7490,9152,9152,2015-09
Nandura,Pigeon Pea (Tur),2050,5694,6752,6752,2016-09
Nandura,Black Gram,5,4500,5750,5200,2014-09
Nandura,Black Gram,276,7399,8812,8812,2015-09
Nandura,Black Gram,1338,5870,7178,7178,2016-09
Nandura,Soybean,786,2946,3342,3171,2014-09
Nandura,Soybean,2141,2940,3338,3338,2015-09
Nandura,Soybean,917,2855,3227,3221,2016-09
Nandura,Sesamum,10,8883,10700,9867,2014-09
Nandura,Sesamum,21,6013,6813,6813,2015-09
Nandura,Sesamum,12,5360,5620,5620,2016-09
Nandura,Onion,1030,228,513,513,2016-09
Sangrampur,Wheat(Husked),129,1170,1470,1360,2015-09
Sangrampur,Sorgum(Jawar),91,940,1220,1130,2015-09
Sangrampur,Maize,5,950,1150,1075,2015-09
Sangrampur,Gram,40,2300,4280,3940,2015-09
Sangrampur,Green Gram,13,6270,7480,7240,2015-09
Sangrampur,Pigeon Pea (Tur),154,4200,8900,8020,2015-09
Sangrampur,Black Gram,2,6750,7900,7650,2015-09
Sangrampur,Soybean,63,2560,3210,3070,2015-09
Sangrampur,Banana,3028,400,550,500,2015-09
Sangrampur-Varvatbakal,Wheat(Husked),230,1575,1775,1692,2016-09
Sangrampur-Varvatbakal,Sorgum(Jawar),49,1300,1485,1415,2016-09
Sangrampur-Varvatbakal,Gram,13,5525,6888,6225,2016-09
Sangrampur-Varvatbakal,Green Gram,269,4282,4919,4668,2016-09
Sangrampur-Varvatbakal,Pigeon Pea (Tur),90,6000,6470,6300,2016-09
Sangrampur-Varvatbakal,Black Gram,285,5733,6756,6417,2016-09
Sangrampur-Varvatbakal,Soybean,26,2813,2975,2913,2016-09
Shegaon,Bajri,3,1325,1325,1325,2015-09
Shegaon,Bajri,9,1617,1617,1617,2016-09
Shegaon,Wheat(Husked),815,1428,1511,1471,2014-09
Shegaon,Wheat(Husked),439,1277,1482,1465,2015-09
Shegaon,Wheat(Husked),256,1508,1714,1599,2016-09
Shegaon,Sorgum(Jawar),272,1132,1205,1177,2014-09
Shegaon,Sorgum(Jawar),713,1574,1723,1651,2015-09
Shegaon,Sorgum(Jawar),489,1404,1490,1458,2016-09
Shegaon,Maize,2,1250,1250,1250,2015-09
Shegaon,Gram,611,2198,2660,2431,2014-09
Shegaon,Gram,78,3921,4236,4122,2015-09
Shegaon,Gram,128,6075,6746,6489,2016-09
Shegaon,Green Gram,881,5542,5912,5726,2014-09
Shegaon,Green Gram,782,7466,8236,7841,2015-09
Shegaon,Green Gram,8315,4537,5102,4848,2016-09
Shegaon,Pigeon Pea (Tur),290,4290,4628,4507,2014-09
Shegaon,Pigeon Pea (Tur),152,7875,9008,8471,2015-09
Shegaon,Pigeon Pea (Tur),452,5712,6391,6114,2016-09
Shegaon,Black Gram,49,4082,4224,4195,2014-09
Shegaon,Black Gram,211,7687,8520,8100,2015-09
Shegaon,Black Gram,3482,5989,6943,6431,2016-09
Shegaon,Castor Seed,1,2100,2100,2100,2014-09
Shegaon,Thymol/Lovage,32,6942,7889,7837,2014-09
Shegaon,Thymol/Lovage,45,7750,8542,8104,2015-09
Shegaon,Thymol/Lovage,18,9943,9943,9943,2016-09
Shegaon,Soybean,159,2893,3099,3033,2014-09
Shegaon,Soybean,905,3002,3303,3154,2015-09
Shegaon,Soybean,201,2896,3122,3030,2016-09
Shegaon,Sunflower,8,2843,2843,2843,2015-09
Shegaon,Sesamum,2,8500,8500,8500,2014-09
Shegaon,Sesamum,2,7250,7250,7250,2015-09
Shegaon,Sesamum,1,6000,6000,6000,2016-09
Shegaon,Mustard,13,2761,2761,2761,2014-09
Shegaon,Mustard,30,3140,3178,3155,2015-09
Shegaon,Mustard,1,3200,3200,3200,2016-09
Sindkhed Raja,Sorgum(Jawar),151,1495,1805,1655,2016-09
Sindkhed Raja,Green Gram,504,4576,5025,4816,2016-09
Sindkhed Raja,Black Gram,26,5900,6425,6200,2016-09
Sindkhed Raja,Soybean,5,2700,3100,2900,2016-09
Brahmpuri,Paddy-Unhusked,195,1800,1900,1850,2015-04
Brahmpuri,Paddy-Unhusked,2027,1914,2046,1975,2016-04
Chandrapur,Gram,840,4750,5070,4987,2016-04
Chandrapur,Green Gram,10,6100,6305,6200,2016-04
Chandrapur,Pigeon Pea (Tur),720,7784,8852,8550,2016-04
Chandrapur,Soybean,940,3685,3894,3835,2016-04
Chandrapur,Mango,1606,2706,7071,4559,2016-04
Chandrapur,Pineapple,455,25,45,33,2016-04
Chandrapur,Chikoo,48,1500,2463,2025,2016-04
Chandrapur,Pomegranate,110,2000,4667,3383,2016-04
Chandrapur,Grapes,1270,1927,5932,3586,2016-04
Chandrapur,Banana,1664,558,1258,950,2016-04
Chandrapur,Papai,46,500,1500,1200,2016-04
Chandrapur,Apple,138,3000,7750,4500,2016-04
Chandrapur,Onion,350,600,800,700,2016-04
Chandrapur,Snake Gourd,19,700,1200,800,2016-04
Chandrapur-Ganjwad,Potato,1220,500,900,700,2015-04
Chandrapur-Ganjwad,Potato,9173,1055,1455,1255,2016-04
Chandrapur-Ganjwad,Ladies Finger,19,1000,1400,1200,2015-04
Chandrapur-Ganjwad,Ladies Finger,5,1300,1500,1400,2016-04
Chandrapur-Ganjwad,Flower,122,400,600,500,2015-04
Chandrapur-Ganjwad,Flower,3046,833,1452,1148,2016-04
Chandrapur-Ganjwad,Carrot,7,800,1000,900,2015-04
Chandrapur-Ganjwad,Cluster Bean,4,400,600,500,2015-04
Chandrapur-Ganjwad,Mango(Raw),57,800,1467,1000,2016-04
Chandrapur-Ganjwad,Onion,385,1200,1600,1400,2015-04
Chandrapur-Ganjwad,Onion,12231,509,867,691,2016-04
Chandrapur-Ganjwad,Bitter Gourd,28,2167,3667,3000,2016-04
Chandrapur-Ganjwad,Cabbage,125,300,500,400,2015-04
Chandrapur-Ganjwad,Cabbage,2909,245,495,380,2016-04
Chandrapur-Ganjwad,Coriander  ,12,800,1000,900,2015-04
Chandrapur-Ganjwad,Coriander  ,139,1600,3040,2340,2016-04
Chandrapur-Ganjwad,Garlic,396,5107,6680,5820,2016-04
Chandrapur-Ganjwad,Math (Bhaji),4,1600,2000,1800,2016-04
Chandrapur-Ganjwad,Capsicum,315,1664,2409,2045,2016-04
Chandrapur-Ganjwad,Spinach,6,1000,2500,2000,2016-04
Chandrapur-Ganjwad,Jack Fruit(Raw),35,800,1250,1050,2016-04
Chandrapur-Ganjwad,Tomato,109,400,800,600,2015-04
Chandrapur-Ganjwad,Tomato,8562,477,1064,766,2016-04
Chandrapur-Ganjwad,Brinjal,589,467,886,679,2016-04
Chimur,Cotton,15,4200,4100,4000,2015-04
Chimur,Cotton,2851,4540,4844,4715,2016-04
Chimur,Paddy-Unhusked,7090,1893,1949,1848,2015-04
Chimur,Paddy-Unhusked,8593,1958,2106,2056,2016-04
Chimur,Gram,290,3280,3360,3260,2015-04
Chimur,Gram,400,4907,5092,4990,2016-04
Chimur,Pigeon Pea (Tur),224,7749,8196,7971,2016-04
Chimur,Soybean,55,3438,3663,3552,2016-04
Gondpimpri,Paddy-Unhusked,2116,1944,1996,1973,2016-04
Gondpimpri,Gram,1130,3143,3400,3250,2015-04
Gondpimpri,Gram,160,4000,4500,4300,2016-04
Gondpimpri,Horse Gram,12,1650,1800,1700,2015-04
Gondpimpri,Pigeon Pea (Tur),3970,5507,5729,5614,2015-04
Gondpimpri,Pigeon Pea (Tur),208,8100,8360,8220,2016-04
Gondpimpri,Soybean,3030,3017,3256,3139,2015-04
Gondpimpri,Soybean,1290,3538,3663,3600,2016-04
Korpana,Gram,80,3100,3100,3100,2015-04
Mul,Paddy-Unhusked,29269,1776,1945,1860,2015-04
Mul,Paddy-Unhusked,19397,1975,2228,2164,2016-04
Nagbhid,Paddy-Unhusked,12772,1563,1880,1721,2015-04
Nagbhid,Paddy-Unhusked,15003,1723,2065,2060,2016-04
Nagbhid,Wheat(Husked),14,1450,1700,1575,2015-04
Pombhurni,Cotton,307,3800,4100,4000,2016-04
Pombhurni,Paddy-Unhusked,3980,1950,2100,2000,2016-04
Rajura,Cotton,12546,3632,4266,3896,2015-04
Rajura,Cotton,2430,3912,4806,4324,2016-04
Rajura,Gram,2647,3493,3623,3584,2015-04
Rajura,Gram,1211,4946,5065,5003,2016-04
Rajura,Green Gram,7,6168,6175,6175,2015-04
Rajura,Green Gram,3,6350,6350,6350,2016-04
Rajura,Pigeon Pea (Tur),1624,5376,5779,5571,2015-04
Rajura,Pigeon Pea (Tur),1074,8149,8336,8243,2016-04
Rajura,Soybean,3098,3277,3607,3516,2015-04
Rajura,Soybean,1557,3756,3836,3805,2016-04
Savali,Paddy-Unhusked,6299,1934,2043,1987,2016-04
Sindevahi,Paddy-Unhusked,3037,1539,1641,1559,2015-04
Sindevahi,Paddy-Unhusked,5510,1775,1875,1775,2016-04
Varora,Cotton,5370,3961,4376,4168,2015-04
Varora,Cotton,25805,4160,4959,4559,2016-04
Varora,Gram,5170,3278,3821,3549,2015-04
Varora,Gram,5299,4433,5248,4841,2016-04
Varora,Green Gram,1,6200,6200,6200,2015-04
Varora,Pigeon Pea (Tur),4360,6210,6855,6533,2015-04
Varora,Pigeon Pea (Tur),8550,7700,8945,8322,2016-04
Varora,Soybean,4160,3170,3613,3392,2015-04
Varora,Soybean,5641,3307,3907,3607,2016-04
Brahmpuri,Paddy-Unhusked,995,1800,1888,1844,2015-08
Brahmpuri,Paddy-Unhusked,1687,2215,2354,2285,2016-08
Chandrapur,Pineapple,200,35,45,40,2015-08
Chandrapur,Chikoo,26,1550,2317,1875,2016-08
Chandrapur,Pomegranate,38,2500,3667,3233,2015-08
Chandrapur,Pomegranate,513,3825,6525,5175,2016-08
Chandrapur,Banana,340,750,950,850,2015-08
Chandrapur,Banana,4246,1008,1560,1294,2016-08
Chandrapur,Mosambi,123,1800,2817,2200,2016-08
Chandrapur,Papai,165,1800,2825,2250,2016-08
Chandrapur,Apple,180,4000,4900,4500,2015-08
Chandrapur,Apple,1235,4194,8167,6167,2016-08
Chandrapur,Naspatti ,30,3617,5267,4317,2016-08
Chandrapur-Ganjwad,Ginger (Fresh),957,3996,5646,4875,2016-08
Chandrapur-Ganjwad,Potato,2142,680,940,800,2015-08
Chandrapur-Ganjwad,Potato,9817,1559,1807,1664,2016-08
Chandrapur-Ganjwad,Ladies Finger,383,663,1150,875,2016-08
Chandrapur-Ganjwad,Squash Gourd,251,1000,1460,1220,2016-08
Chandrapur-Ganjwad,Chavli (Shenga ),126,1000,1880,1460,2016-08
Chandrapur-Ganjwad,Chavli (Pala),23,500,700,600,2016-08
Chandrapur-Ganjwad,Dhemse,4,1000,2000,1500,2016-08
Chandrapur-Ganjwad,Flower,1037,425,950,725,2015-08
Chandrapur-Ganjwad,Flower,5379,658,1229,938,2016-08
Chandrapur-Ganjwad,Carrot,15,500,1000,700,2016-08
Chandrapur-Ganjwad,Cucumber,213,300,540,410,2016-08
